Respondent ID,Wealth Planning,Wealth Action Text,Health Planning Text,Health Action Text,Civic Planning Text,Civic Action Text,Work Planning Text,Work Action Text,Gender,Age,Race,Education,Education Group,Income,Employment,Job Role,Region,Wealth Planning,Wealth Action,Health Planning,Health Action,Civic Planning,Civic Action,Work Planning,Work Action,Total Score,Rank Descending,Rank Ascending,Percentile,Wealth,Health,Civic,Work,Planning,Action,Status
6498118828,Sometimes,Sometimes,Sometimes,Usually,Usually,Almost always,Rarely,Rarely,Female,35 to 44,Black or African-American,Graduated from high school,High school or less,"$25,000-$49,999","Employed, working full-time",Other (please specify),Middle Atlantic,2,2,2,4,4,5,1,1,21,1171,217,0.154558404558405,4,6,9,2,9,12,Data Disadvantaged
6498096502,Rarely,Usually,Sometimes,Sometimes,Almost always,Sometimes,Almost always,Almost never,Male,45 to 54,White,Some college,Some college,"$25,000-$49,999","Employed, working full-time",Other (please specify),West South Central,1,4,2,2,5,2,5,0,21,1171,217,0.154558404558405,5,4,7,5,13,8,Data Disadvantaged
6498082669,Usually,Almost always,Almost always,Rarely,Sometimes,Rarely,Rarely,Sometimes,Female,35 to 44,White,Graduate degree,Post-graduate,"$75,000-$99,999","Not employed, looking for work",Not employed,South Atlantic,4,5,5,1,2,1,1,2,21,1171,217,0.154558404558405,9,6,3,3,12,9,Data Disadvantaged
6498076131,Usually,Usually,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Usually,Female,25 to 34,White,Some high school,High school or less,"$0-$24,999","Employed, working part-time",Not employed,South Atlantic,4,4,2,2,2,1,2,4,21,1171,217,0.154558404558405,8,4,3,6,10,11,Data Disadvantaged
6498024554,Usually,Almost always,Rarely,Almost never,Almost always,Sometimes,Sometimes,Sometimes,Female,25 to 34,Black or African-American,Some high school,High school or less,"$0-$24,999","Not employed, looking for work",Not employed,Middle Atlantic,4,5,1,0,5,2,2,2,21,1171,217,0.154558404558405,9,1,7,4,12,9,Data Disadvantaged
6498012053,Almost always,Sometimes,Sometimes,Almost always,Usually,Sometimes,Almost never,Rarely,Male,65 to 74,White,Graduated from college,College-graduate,"$100,000-$149,999","Employed, working part-time",Contract / freelance,New England,5,2,2,5,4,2,0,1,21,1171,217,0.154558404558405,7,7,6,1,11,10,Data Disadvantaged
6497927283,Almost always,Almost always,Sometimes,Usually,Sometimes,Rarely,Almost never,Sometimes,Female,55 to 64,Black or African-American,Some college,Some college,"$0-$24,999","Employed, working full-time",Other (please specify),South Atlantic,5,5,2,4,2,1,0,2,21,1171,217,0.154558404558405,10,6,3,2,9,12,Data Disadvantaged
6497901173,Sometimes,Rarely,Almost never,Usually,Usually,Almost always,Usually,Rarely,Male,65 to 74,White,Some college,Some college,"$75,000-$99,999","Employed, working full-time","Technical / skilled trade (IT, electrician, plumber)",West South Central,2,1,0,4,4,5,4,1,21,1171,217,0.154558404558405,3,4,9,5,10,11,Data Disadvantaged
6497883842,Sometimes,Usually,Usually,Sometimes,Sometimes,Usually,Sometimes,Rarely,Other,18 to 24,White,Some college,Some college,"$0-$24,999","Not employed, looking for work",Not employed,West North Central,2,4,4,2,2,4,2,1,21,1171,217,0.154558404558405,6,6,6,3,10,11,Data Disadvantaged
6497878257,Sometimes,Sometimes,Sometimes,Almost never,Almost always,Almost always,Rarely,Usually,Female,18 to 24,White,Some college,Some college,"$0-$24,999","Employed, working part-time",Other (please specify),East North Central,2,2,2,0,5,5,1,4,21,1171,217,0.154558404558405,4,2,10,5,10,11,Data Disadvantaged
6497857180,Rarely,Almost never,Almost always,Usually,Rarely,Usually,Almost always,Rarely,Female,25 to 34,White,Graduated from high school,High school or less,"$0-$24,999","Employed, working full-time",Sales / service,East North Central,1,0,5,4,1,4,5,1,21,1171,217,0.154558404558405,1,9,5,6,12,9,Data Disadvantaged
6497848320,Usually,Sometimes,Almost never,Usually,Sometimes,Almost always,Usually,Almost never,Male,55 to 64,White,Graduated from college,College-graduate,"$50,000-$74,999","Employed, working full-time",Owner / executive / management,West South Central,4,2,0,4,2,5,4,0,21,1171,217,0.154558404558405,6,4,7,4,10,11,Data Disadvantaged
6497826606,Sometimes,Usually,Almost never,Almost always,Almost always,Almost always,Almost never,Almost never,Female,25 to 34,White,Graduate degree,Post-graduate,"$0-$24,999",Student,Other (please specify),Middle Atlantic,2,4,0,5,5,5,0,0,21,1171,217,0.154558404558405,6,5,10,0,7,14,Data Disadvantaged
6497799028,Almost always,Usually,Almost never,Almost always,Almost always,Sometimes,Almost never,Almost never,Male,65 to 74,White,Some college,Some college,"$75,000-$99,999",Retired,Not employed,South Atlantic,5,4,0,5,5,2,0,0,21,1171,217,0.154558404558405,9,5,7,0,10,11,Data Disadvantaged
6500991454,Almost never,Almost never,Almost never,Almost always,Almost always,Almost always,Sometimes,Almost always,Male,35 to 44,White,Graduated from college,College-graduate,"$75,000-$99,999","Employed, working full-time",Administrative professional,Middle Atlantic,0,0,0,5,5,5,2,5,22,1127,256.5,0.182692307692308,0,5,10,7,7,15,Data Disadvantaged
6500981374,Usually,Usually,Sometimes,Sometimes,Sometimes,Usually,Sometimes,Sometimes,Male,35 to 44,White,Some college,Some college,"$0-$24,999","Not employed, looking for work",Not employed,West South Central,4,4,2,2,2,4,2,2,22,1127,256.5,0.182692307692308,8,4,6,4,10,12,Data Disadvantaged
6500583006,Almost always,Almost always,Rarely,Rarely,Almost always,Sometimes,Rarely,Sometimes,Male,18 to 24,White,Graduated from high school,High school or less,"$0-$24,999","Not employed, looking for work",Arts / performer,East South Central,5,5,1,1,5,2,1,2,22,1127,256.5,0.182692307692308,10,2,7,3,12,10,Data Disadvantaged
6499773001,Sometimes,Usually,Sometimes,Almost always,Sometimes,Sometimes,Usually,Rarely,Male,35 to 44,White,Graduate degree,Post-graduate,"$75,000-$99,999","Employed, working full-time",Other (please specify),East North Central,2,4,2,5,2,2,4,1,22,1127,256.5,0.182692307692308,6,7,4,5,10,12,Data Disadvantaged
6499632107,Usually,Almost always,Sometimes,Almost never,Usually,Almost always,Sometimes,Almost never,Male,35 to 44,White,Some college,Some college,"$25,000-$49,999","Employed, working full-time","Licensed professional (MD, CPA, teacher)",South Atlantic,4,5,2,0,4,5,2,0,22,1127,256.5,0.182692307692308,9,2,9,2,12,10,Data Disadvantaged
6498913356,Rarely,Usually,Sometimes,Usually,Usually,Rarely,Sometimes,Usually,Other,25 to 34,Native Hawaiian or other Pacific Islander,Graduated from college,College-graduate,"$50,000-$74,999","Not employed, NOT looking for work","Licensed professional (MD, CPA, teacher)",Middle Atlantic,1,4,2,4,4,1,2,4,22,1127,256.5,0.182692307692308,5,6,5,6,9,13,Data Disadvantaged
6498823347,Almost never,Almost never,Sometimes,Almost always,Almost always,Almost always,Usually,Rarely,Male,65 to 74,White,Graduate degree,Post-graduate,"$150,000 and up",Retired,"Licensed professional (MD, CPA, teacher)",,0,0,2,5,5,5,4,1,22,1127,256.5,0.182692307692308,0,7,10,5,11,11,Data Disadvantaged
6498746985,Sometimes,Usually,Sometimes,Sometimes,Usually,Sometimes,Usually,Sometimes,Male,75 or older,White,Graduated from college,College-graduate,"$75,000-$99,999",Retired,Not employed,South Atlantic,2,4,2,2,4,2,4,2,22,1127,256.5,0.182692307692308,6,4,6,6,12,10,Data Disadvantaged
6498720572,Almost always,Almost always,Rarely,Sometimes,Almost always,Usually,Almost never,Almost never,Male,55 to 64,White,Graduated from high school,High school or less,"$50,000-$74,999","Employed, working full-time",Other (please specify),East North Central,5,5,1,2,5,4,0,0,22,1127,256.5,0.182692307692308,10,3,9,0,11,11,Data Disadvantaged
6498610912,Rarely,Usually,Sometimes,Almost always,Sometimes,Sometimes,Usually,Sometimes,Male,45 to 54,White,Graduated from college,College-graduate,"$100,000-$149,999","Employed, working full-time","Licensed professional (MD, CPA, teacher)",New England,1,4,2,5,2,2,4,2,22,1127,256.5,0.182692307692308,5,7,4,6,9,13,Data Disadvantaged
6498575588,Usually,Usually,Sometimes,Sometimes,Usually,Usually,Rarely,Rarely,Male,25 to 34,Asian,Graduated from college,College-graduate,"$25,000-$49,999","Not employed, looking for work",Contract / freelance,South Atlantic,4,4,2,2,4,4,1,1,22,1127,256.5,0.182692307692308,8,4,8,2,11,11,Data Disadvantaged
6498563810,Sometimes,Almost always,Sometimes,Usually,Usually,Sometimes,Rarely,Sometimes,Female,45 to 54,White,Graduated from high school,High school or less,"$25,000-$49,999","Employed, working full-time",Other (please specify),South Atlantic,2,5,2,4,4,2,1,2,22,1127,256.5,0.182692307692308,7,6,6,3,9,13,Data Disadvantaged
6498508561,Almost always,Rarely,Almost always,Rarely,Rarely,Almost always,Almost never,Usually,Female,55 to 64,White,Graduate degree,Post-graduate,"$150,000 and up","Employed, working full-time","Licensed professional (MD, CPA, teacher)",Pacific,5,1,5,1,1,5,0,4,22,1127,256.5,0.182692307692308,6,6,6,4,11,11,Data Disadvantaged
6498427265,Almost always,Usually,Sometimes,Rarely,Usually,Sometimes,Usually,Almost never,Male,55 to 64,White,Graduated from high school,High school or less,"$0-$24,999","Employed, working part-time",Other (please specify),East North Central,5,4,2,1,4,2,4,0,22,1127,256.5,0.182692307692308,9,3,6,4,15,7,Data Disadvantaged
6498416069,Sometimes,Almost always,Rarely,Almost always,Almost always,Usually,Almost never,Almost never,Other,45 to 54,White,Some college,Some college,"$0-$24,999","Disabled, not able to work",Arts / performer,Pacific,2,5,1,5,5,4,0,0,22,1127,256.5,0.182692307692308,7,6,9,0,8,14,Data Disadvantaged
6498395842,Almost always,Almost always,Rarely,Sometimes,Almost always,Usually,Almost never,Almost never,Male,55 to 64,White,Graduated from college,College-graduate,"$50,000-$74,999","Disabled, not able to work",Not employed,East North Central,5,5,1,2,5,4,0,0,22,1127,256.5,0.182692307692308,10,3,9,0,11,11,Data Disadvantaged
6498391949,Usually,Usually,Usually,Sometimes,Usually,Sometimes,Rarely,Rarely,Female,55 to 64,White,Graduated from college,College-graduate,"$25,000-$49,999",Retired,Not employed,Pacific,4,4,4,2,4,2,1,1,22,1127,256.5,0.182692307692308,8,6,6,2,13,9,Data Disadvantaged
6498376065,Rarely,Usually,Sometimes,Almost always,Usually,Sometimes,Sometimes,Sometimes,Female,25 to 34,White,Graduated from college,College-graduate,"$25,000-$49,999","Employed, working full-time","Licensed professional (MD, CPA, teacher)",Middle Atlantic,1,4,2,5,4,2,2,2,22,1127,256.5,0.182692307692308,5,7,6,4,9,13,Data Disadvantaged
6498373352,Almost always,Sometimes,Sometimes,Almost always,Almost always,Sometimes,Rarely,Almost never,Female,35 to 44,White,Some college,Some college,"$75,000-$99,999","Employed, working full-time",Logistics / transportation,West South Central,5,2,2,5,5,2,1,0,22,1127,256.5,0.182692307692308,7,7,7,1,13,9,Data Disadvantaged
6498323095,Usually,Almost always,Sometimes,Sometimes,Usually,Usually,Rarely,Almost never,Male,55 to 64,White,Graduated from high school,High school or less,"$50,000-$74,999","Employed, working full-time","Technical / skilled trade (IT, electrician, plumber)",Middle Atlantic,4,5,2,2,4,4,1,0,22,1127,256.5,0.182692307692308,9,4,8,1,11,11,Data Disadvantaged
6498292252,Almost always,Almost always,Rarely,Sometimes,Usually,Almost always,Almost never,Almost never,Female,25 to 34,Black or African-American,Graduated from high school,High school or less,"$25,000-$49,999","Employed, working full-time",Other (please specify),East North Central,5,5,1,2,4,5,0,0,22,1127,256.5,0.182692307692308,10,3,9,0,10,12,Data Disadvantaged
6498285553,Almost always,Usually,Sometimes,Sometimes,Usually,Sometimes,Rarely,Sometimes,Female,18 to 24,White,Graduated from high school,High school or less,"$50,000-$74,999","Employed, working part-time",Other (please specify),Pacific,5,4,2,2,4,2,1,2,22,1127,256.5,0.182692307692308,9,4,6,3,12,10,Data Disadvantaged
6498262865,Almost always,Rarely,Rarely,Sometimes,Almost always,Usually,Sometimes,Sometimes,Female,45 to 54,White,Graduated from college,College-graduate,"$25,000-$49,999","Employed, working full-time",Administrative professional,East North Central,5,1,1,2,5,4,2,2,22,1127,256.5,0.182692307692308,6,3,9,4,13,9,Data Disadvantaged
6498254576,Usually,Usually,Almost always,Rarely,Almost always,Sometimes,Almost never,Rarely,Female,65 to 74,White,Some graduate school,Post-graduate,"$25,000-$49,999",Retired,Other (please specify),Mountain,4,4,5,1,5,2,0,1,22,1127,256.5,0.182692307692308,8,6,7,1,14,8,Data Disadvantaged
6498243234,Almost always,Usually,Almost never,Almost never,Almost always,Almost always,Sometimes,Rarely,Female,45 to 54,Some other race (please specify),Some high school,High school or less,"$0-$24,999","Employed, working full-time",Other (please specify),,5,4,0,0,5,5,2,1,22,1127,256.5,0.182692307692308,9,0,10,3,12,10,Data Disadvantaged
6498191600,Rarely,Almost always,Sometimes,Almost never,Almost always,Almost always,Sometimes,Sometimes,Female,18 to 24,White,Graduated from college,College-graduate,"$50,000-$74,999","Employed, working full-time",Other (please specify),South Atlantic,1,5,2,0,5,5,2,2,22,1127,256.5,0.182692307692308,6,2,10,4,10,12,Data Disadvantaged
6498182726,Almost always,Almost always,Sometimes,Usually,Sometimes,Sometimes,Rarely,Rarely,Female,45 to 54,White,Graduated from college,College-graduate,"$50,000-$74,999","Employed, working full-time","Licensed professional (MD, CPA, teacher)",West South Central,5,5,2,4,2,2,1,1,22,1127,256.5,0.182692307692308,10,6,4,2,10,12,Data Disadvantaged
6498168916,Almost always,Sometimes,Usually,Sometimes,Almost always,Usually,Almost never,Almost never,Male,45 to 54,White,Graduated from college,College-graduate,"$100,000-$149,999","Employed, working full-time",Logistics / transportation,Middle Atlantic,5,2,4,2,5,4,0,0,22,1127,256.5,0.182692307692308,7,6,9,0,14,8,Data Disadvantaged
6498136109,Usually,Sometimes,Rarely,Sometimes,Sometimes,Almost always,Sometimes,Usually,Female,45 to 54,White,Graduated from high school,High school or less,"$25,000-$49,999","Employed, working full-time",Sales / service,East South Central,4,2,1,2,2,5,2,4,22,1127,256.5,0.182692307692308,6,3,7,6,9,13,Data Disadvantaged
6498110183,Almost always,Almost always,Almost always,Almost always,Rarely,Rarely,Almost never,Almost never,Male,55 to 64,White,Graduated from college,College-graduate,"$25,000-$49,999","Disabled, not able to work",Not employed,Middle Atlantic,5,5,5,5,1,1,0,0,22,1127,256.5,0.182692307692308,10,10,2,0,11,11,Data Disadvantaged
6498095654,Almost always,Almost always,Rarely,Almost always,Usually,Sometimes,Almost never,Almost never,Female,55 to 64,White,Graduated from high school,High school or less,"$25,000-$49,999","Disabled, not able to work",Not employed,South Atlantic,5,5,1,5,4,2,0,0,22,1127,256.5,0.182692307692308,10,6,6,0,10,12,Data Disadvantaged
6498066549,Almost never,Almost always,Sometimes,Usually,Almost always,Almost always,Rarely,Almost never,Male,65 to 74,White,Graduate degree,Post-graduate,"$100,000-$149,999",Retired,"Licensed professional (MD, CPA, teacher)",East North Central,0,5,2,4,5,5,1,0,22,1127,256.5,0.182692307692308,5,6,10,1,8,14,Data Disadvantaged
6498049679,Usually,Almost always,Almost never,Almost always,Sometimes,Almost always,Almost never,Rarely,Female,25 to 34,White,Graduated from high school,High school or less,"$0-$24,999","Employed, working full-time",Sales / service,Mountain,4,5,0,5,2,5,0,1,22,1127,256.5,0.182692307692308,9,5,7,1,6,16,Data Disadvantaged
6497986903,Sometimes,Usually,Almost never,Almost always,Almost always,Almost never,Almost always,Rarely,Female,25 to 34,Black or African-American,Graduate degree,Post-graduate,"$75,000-$99,999","Employed, working full-time","Licensed professional (MD, CPA, teacher)",South Atlantic,2,4,0,5,5,0,5,1,22,1127,256.5,0.182692307692308,6,5,5,6,12,10,Data Disadvantaged
6497968771,Usually,Sometimes,Almost never,Usually,Usually,Sometimes,Sometimes,Usually,Male,35 to 44,White,Some college,Some college,"$75,000-$99,999","Employed, working full-time",Administrative professional,East South Central,4,2,0,4,4,2,2,4,22,1127,256.5,0.182692307692308,6,4,6,6,10,12,Data Disadvantaged
6497967212,Almost always,Sometimes,Rarely,Sometimes,Almost always,Rarely,Usually,Sometimes,Female,35 to 44,White,Some college,Some college,"$0-$24,999","Employed, working full-time",Other (please specify),Pacific,5,2,1,2,5,1,4,2,22,1127,256.5,0.182692307692308,7,3,6,6,15,7,Data Disadvantaged
6497933441,Sometimes,Almost always,Sometimes,Sometimes,Usually,Rarely,Usually,Sometimes,Female,55 to 64,White,Graduated from college,College-graduate,"$50,000-$74,999","Employed, working full-time","Licensed professional (MD, CPA, teacher)",East North Central,2,5,2,2,4,1,4,2,22,1127,256.5,0.182692307692308,7,4,5,6,12,10,Data Disadvantaged
6497892872,Sometimes,Sometimes,Sometimes,Almost always,Almost always,Sometimes,Sometimes,Sometimes,Female,25 to 34,White,Graduated from college,College-graduate,"$25,000-$49,999","Employed, working part-time","Licensed professional (MD, CPA, teacher)",New England,2,2,2,5,5,2,2,2,22,1127,256.5,0.182692307692308,4,7,7,4,11,11,Data Disadvantaged
6497858010,Sometimes,Usually,Usually,Usually,Usually,Rarely,Sometimes,Rarely,Female,25 to 34,Multiple races,Graduated from college,College-graduate,"$25,000-$49,999","Disabled, not able to work",Not employed,Mountain,2,4,4,4,4,1,2,1,22,1127,256.5,0.182692307692308,6,8,5,3,12,10,Data Disadvantaged
6497821399,Almost never,Almost always,Sometimes,Almost always,Rarely,Almost always,Sometimes,Sometimes,Female,35 to 44,White,Some college,Some college,"$25,000-$49,999","Employed, working full-time",Administrative professional,East North Central,0,5,2,5,1,5,2,2,22,1127,256.5,0.182692307692308,5,7,6,4,5,17,Data Disadvantaged
6497812487,Sometimes,Usually,Almost never,Almost always,Almost always,Sometimes,Usually,Almost never,Female,25 to 34,White,Graduated from college,College-graduate,"$0-$24,999","Not employed, looking for work",Not employed,West South Central,2,4,0,5,5,2,4,0,22,1127,256.5,0.182692307692308,6,5,7,4,11,11,Data Disadvantaged
6497806926,Sometimes,Usually,Almost never,Usually,Almost always,Rarely,Sometimes,Usually,Male,45 to 54,White,Some college,Some college,"$25,000-$49,999",Student,Not employed,Mountain,2,4,0,4,5,1,2,4,22,1127,256.5,0.182692307692308,6,4,6,6,9,13,Data Disadvantaged
6497806776,Almost always,Usually,Rarely,Usually,Usually,Sometimes,Rarely,Rarely,Female,55 to 64,White,Some college,Some college,"$75,000-$99,999","Employed, working full-time",Sales / service,East South Central,5,4,1,4,4,2,1,1,22,1127,256.5,0.182692307692308,9,5,6,2,11,11,Data Disadvantaged
6497798564,Sometimes,Rarely,Almost always,Almost always,Almost always,Usually,Almost never,Almost never,Female,65 to 74,White,Graduated from college,College-graduate,"$75,000-$99,999",Retired,Not employed,Pacific,2,1,5,5,5,4,0,0,22,1127,256.5,0.182692307692308,3,10,9,0,12,10,Data Disadvantaged
6501174653,Almost always,Almost always,Rarely,Almost never,Sometimes,Sometimes,Usually,Usually,Male,35 to 44,White,Graduated from college,College-graduate,"$50,000-$74,999","Employed, working full-time",Owner / executive / management,East South Central,5,5,1,0,2,2,4,4,23,1080,302,0.215099715099715,10,1,4,8,12,11,Data Literate
6501098112,Sometimes,Usually,Rarely,Sometimes,Usually,Usually,Almost always,Rarely,Male,35 to 44,Multiple races,Graduated from college,College-graduate,"$25,000-$49,999","Employed, working full-time","Licensed professional (MD, CPA, teacher)",Mountain,2,4,1,2,4,4,5,1,23,1080,302,0.215099715099715,6,3,8,6,12,11,Data Literate
6501087467,Almost never,Usually,Almost never,Almost always,Almost always,Almost never,Usually,Almost always,Male,35 to 44,White,Some college,Some college,"$100,000-$149,999","Employed, working full-time",Owner / executive / management,West North Central,0,4,0,5,5,0,4,5,23,1080,302,0.215099715099715,4,5,5,9,9,14,Data Literate
6500759307,Sometimes,Sometimes,Sometimes,Rarely,Almost always,Almost always,Sometimes,Usually,Male,35 to 44,White,Graduated from college,College-graduate,"$150,000 and up","Employed, working full-time",Owner / executive / management,Pacific,2,2,2,1,5,5,2,4,23,1080,302,0.215099715099715,4,3,10,6,11,12,Data Literate
6500580587,Almost always,Almost always,Rarely,Sometimes,Sometimes,Usually,Sometimes,Sometimes,Male,35 to 44,Multiple races,Some college,Some college,"$25,000-$49,999",Student,Not employed,West North Central,5,5,1,2,2,4,2,2,23,1080,302,0.215099715099715,10,3,6,4,10,13,Data Literate
6500479281,Usually,Almost always,Usually,Sometimes,Rarely,Usually,Rarely,Sometimes,Male,25 to 34,Black or African-American,Some high school,High school or less,"$0-$24,999","Not employed, looking for work",Not employed,West South Central,4,5,4,2,1,4,1,2,23,1080,302,0.215099715099715,9,6,5,3,10,13,Data Literate
6500322852,Almost always,Almost always,Rarely,Sometimes,Sometimes,Sometimes,Usually,Sometimes,Male,18 to 24,White,Graduated from high school,High school or less,"$25,000-$49,999","Employed, working full-time",Other (please specify),East North Central,5,5,1,2,2,2,4,2,23,1080,302,0.215099715099715,10,3,4,6,12,11,Data Literate
6499100143,Usually,Usually,Usually,Usually,Sometimes,Sometimes,Sometimes,Rarely,Male,35 to 44,White,Some college,Some college,"$100,000-$149,999","Employed, working part-time",Owner / executive / management,Pacific,4,4,4,4,2,2,2,1,23,1080,302,0.215099715099715,8,8,4,3,12,11,Data Literate
6498978579,Sometimes,Usually,Almost never,Almost always,Usually,Sometimes,Almost always,Rarely,Male,18 to 24,White,Some college,Some college,"$0-$24,999","Employed, working part-time",Other (please specify),West North Central,2,4,0,5,4,2,5,1,23,1080,302,0.215099715099715,6,5,6,6,11,12,Data Literate
6498875635,Almost never,Usually,Almost never,Almost never,Usually,Almost always,Almost always,Almost always,Male,35 to 44,White,Some college,Some college,"$100,000-$149,999","Employed, working full-time",Other (please specify),West South Central,0,4,0,0,4,5,5,5,23,1080,302,0.215099715099715,4,0,9,10,9,14,Data Literate
6498847796,Almost always,Almost always,Almost never,Sometimes,Almost always,Almost never,Usually,Sometimes,Male,35 to 44,White,Graduated from high school,High school or less,"$150,000 and up","Employed, working full-time",Logistics / transportation,West South Central,5,5,0,2,5,0,4,2,23,1080,302,0.215099715099715,10,2,5,6,14,9,Data Literate
6498832372,Rarely,Almost always,Rarely,Rarely,Usually,Almost always,Usually,Sometimes,Male,45 to 54,White,Graduated from college,College-graduate,"$75,000-$99,999","Employed, working full-time",Owner / executive / management,East North Central,1,5,1,1,4,5,4,2,23,1080,302,0.215099715099715,6,2,9,6,10,13,Data Literate
6498713348,Usually,Usually,Sometimes,Sometimes,Usually,Usually,Sometimes,Rarely,Male,45 to 54,White,Graduated from college,College-graduate,"$75,000-$99,999","Employed, working full-time","Licensed professional (MD, CPA, teacher)",West North Central,4,4,2,2,4,4,2,1,23,1080,302,0.215099715099715,8,4,8,3,12,11,Data Literate
6498617519,Almost always,Almost always,Almost never,Sometimes,Almost always,Usually,Sometimes,Almost never,Female,65 to 74,White,Graduated from high school,High school or less,"$25,000-$49,999",Retired,Not employed,Mountain,5,5,0,2,5,4,2,0,23,1080,302,0.215099715099715,10,2,9,2,12,11,Data Literate
6498611848,Sometimes,Almost always,Almost never,Usually,Usually,Sometimes,Sometimes,Usually,Female,45 to 54,White,Some college,Some college,"$25,000-$49,999","Disabled, not able to work",Not employed,South Atlantic,2,5,0,4,4,2,2,4,23,1080,302,0.215099715099715,7,4,6,6,8,15,Data Literate
6498587529,Sometimes,Usually,Sometimes,Almost always,Almost always,Almost always,Almost never,Almost never,Male,75 or older,White,Some college,Some college,"$50,000-$74,999",Retired,Not employed,Middle Atlantic,2,4,2,5,5,5,0,0,23,1080,302,0.215099715099715,6,7,10,0,9,14,Data Literate
6498484611,Almost always,Almost always,Sometimes,Usually,Usually,Sometimes,Rarely,Almost never,Female,65 to 74,White,Graduated from college,College-graduate,"$0-$24,999","Employed, working full-time",Sales / service,South Atlantic,5,5,2,4,4,2,1,0,23,1080,302,0.215099715099715,10,6,6,1,12,11,Data Literate
6498447799,Almost never,Almost always,Usually,Rarely,Usually,Usually,Rarely,Usually,Female,35 to 44,Black or African-American,Graduated from high school,High school or less,"$25,000-$49,999","Disabled, not able to work",Not employed,South Atlantic,0,5,4,1,4,4,1,4,23,1080,302,0.215099715099715,5,5,8,5,9,14,Data Literate
6498445626,Sometimes,Almost always,Sometimes,Usually,Almost always,Sometimes,Rarely,Sometimes,Female,18 to 24,White,Graduated from high school,High school or less,"$25,000-$49,999","Not employed, looking for work",Not employed,West South Central,2,5,2,4,5,2,1,2,23,1080,302,0.215099715099715,7,6,7,3,10,13,Data Literate
6498435842,Usually,Usually,Rarely,Almost always,Almost never,Almost always,Usually,Almost never,Female,55 to 64,White,Graduated from high school,High school or less,"$25,000-$49,999","Employed, working part-time",Sales / service,East North Central,4,4,1,5,0,5,4,0,23,1080,302,0.215099715099715,8,6,5,4,9,14,Data Literate
6498413089,Sometimes,Almost always,Almost never,Almost always,Sometimes,Almost always,Sometimes,Sometimes,Female,25 to 34,White,Some college,Some college,"$50,000-$74,999","Not employed, NOT looking for work",Other (please specify),West North Central,2,5,0,5,2,5,2,2,23,1080,302,0.215099715099715,7,5,7,4,6,17,Data Literate
6498404590,Almost always,Usually,Almost never,Almost always,Almost never,Almost always,Usually,Almost never,Female,35 to 44,Black or African-American,Some college,Some college,"$25,000-$49,999","Employed, working full-time",Sales / service,South Atlantic,5,4,0,5,0,5,4,0,23,1080,302,0.215099715099715,9,5,5,4,9,14,Data Literate
6498388297,Almost always,Usually,Rarely,Usually,Almost always,Usually,Almost never,Almost never,Male,65 to 74,White,Graduate degree,Post-graduate,"$25,000-$49,999","Disabled, not able to work",Not employed,South Atlantic,5,4,1,4,5,4,0,0,23,1080,302,0.215099715099715,9,5,9,0,11,12,Data Literate
6498383272,Usually,Sometimes,Rarely,Usually,Almost always,Usually,Sometimes,Rarely,Female,65 to 74,White,Some college,Some college,"$25,000-$49,999","Employed, working part-time",Sales / service,Middle Atlantic,4,2,1,4,5,4,2,1,23,1080,302,0.215099715099715,6,5,9,3,12,11,Data Literate
6498342650,Almost always,Usually,Almost never,Sometimes,Almost always,Sometimes,Almost always,Almost never,Male,45 to 54,White,Graduated from college,College-graduate,"$150,000 and up","Employed, working full-time","Licensed professional (MD, CPA, teacher)",Mountain,5,4,0,2,5,2,5,0,23,1080,302,0.215099715099715,9,2,7,5,15,8,Data Literate
6498312534,Usually,Sometimes,Sometimes,Almost always,Usually,Usually,Sometimes,Almost never,Female,25 to 34,Black or African-American,Graduated from high school,High school or less,"$0-$24,999","Not employed, looking for work",Not employed,East North Central,4,2,2,5,4,4,2,0,23,1080,302,0.215099715099715,6,7,8,2,12,11,Data Literate
6498294156,Rarely,Almost always,Almost never,Usually,Sometimes,Usually,Almost always,Sometimes,Female,35 to 44,White,Graduated from high school,High school or less,"$0-$24,999","Employed, working full-time",Owner / executive / management,East South Central,1,5,0,4,2,4,5,2,23,1080,302,0.215099715099715,6,4,6,7,8,15,Data Literate
6498265952,Usually,Usually,Rarely,Usually,Usually,Rarely,Usually,Rarely,Male,55 to 64,White,Some college,Some college,"$50,000-$74,999",Retired,Not employed,South Atlantic,4,4,1,4,4,1,4,1,23,1080,302,0.215099715099715,8,5,5,5,13,10,Data Literate
6498264716,Almost always,Almost always,Sometimes,Usually,Sometimes,Almost always,Almost never,Almost never,Female,35 to 44,Asian,Graduated from college,College-graduate,"$50,000-$74,999",Student,Not employed,Pacific,5,5,2,4,2,5,0,0,23,1080,302,0.215099715099715,10,6,7,0,9,14,Data Literate
6498247374,Sometimes,Usually,Sometimes,Almost always,Sometimes,Usually,Sometimes,Sometimes,Female,25 to 34,White,Some college,Some college,"$50,000-$74,999","Employed, working full-time",Other (please specify),West North Central,2,4,2,5,2,4,2,2,23,1080,302,0.215099715099715,6,7,6,4,8,15,Data Literate
6498245606,Almost always,Usually,Rarely,Sometimes,Usually,Sometimes,Usually,Rarely,Female,55 to 64,White,Graduate degree,Post-graduate,"$100,000-$149,999","Employed, working full-time",Administrative professional,South Atlantic,5,4,1,2,4,2,4,1,23,1080,302,0.215099715099715,9,3,6,5,14,9,Data Literate
